,Title,Edit_Date,Origal_Date,Link,Content
10,Dems in array: Handoff from Biden to Harris appears seamless,Not Avaiable For MSNBC,2024-07-24 08:22:00,https://www.msnbc.com/rachel-maddow-show/maddowblog/election-2024-democrats-array-handoff-biden-harris-appears-seamless-rcna163430,"Ahead of President Joe Biden’s withdrawal from the 2024 race, many of the Democratic incumbent’s supporters said he had to keep going with his re-election bid — because the alternative would be intraparty chaos, division and disarray. There was one important flaw, however, in the argument: Democrats were already dealing with intraparty chaos, division and disarray. Nearly every day, more party officials called on the president to pass the torch, and there were multiple polls showing most rank-and-file Democratic voters as wanting an alternative to Biden. It appeared unsustainable. It also appears that the party has turned a corner. A Wall Street Journal report summarized: With extraordinary speed, a party that appeared fractured is suddenly united. A party that saw its fundraising efforts screeching to a halt is suddenly reporting record-breaking hauls. A party that cringed in response to every new poll is celebrating the latest national survey data. This seamless handoff from Biden to Harris wasn’t inevitable, but it has been executed with striking skill. It prompted Matt Compton, a veteran of the Obama White House, to note via social media: “Shout out to the staffers in Delaware who just lived through the most stressful five weeks in campaign history, then flipped every piece of branding and content on a dime, raised $100m, recruited 58,000 volunteers, and generally just lit the internet on fire for Kamala Harris.” Pod Save America’s Dan Pfeiffer added, ""What [the Harris campaign team] has pulled of since Sunday is truly incredible. No campaign in history has ever undergone such a shift with no notice. The way they been able to capture the wave of enthusiasm is so impressive. True professionals."" That’s certainly fair, though it’s also worth pausing to emphasize Biden’s role. The incumbent president didn’t just do the bold thing by standing aside, he also played a direct role in helping rally Democrats behind their likely new nominee. The results have been unmistakably impressive."
11,"Kamala Harris sounds different, but she could still be a status quo president on Israel",Not Avaiable For MSNBC,2024-07-24 06:58:00,https://www.msnbc.com/opinion/msnbc-opinion/kamala-harris-israel-netanyahu-gaza-rcna163202,"President Joe Biden’s decision to drop his bid for re-election has sparked curiosity and hope among progressives and Arab Americans who were turned off by his support for and complicity in Israel’s brutal siege of the Gaza Strip. Many are wondering whether Vice President Kamala Harris, the front-runner to win the Democratic presidential nomination, may be more inclined than her boss to push back more forcefully against Israel and offer support to Palestinians. It’s a tricky assessment to make, in no small part because Harris doesn’t have a deep background in foreign policy. Most of Harris’ career focused on law enforcement, and during her brief stint in the Senate she wasn’t a major foreign policy player. Her ill-fated 2020 presidential campaign focused mostly on buzzy domestic policy ideas. As vice president she did delve into foreign affairs and diplomacy, but her job wasn’t to craft major policy — it was to execute it. There are some small hints that Harris could be to the left of Biden on the issue. But there are also plenty of reasons to think she would approach the issue similarly to him, and that her divergence from Biden could come down to speech style rather than policy.  The case for Harris as being potentially more sympathetic to Palestinian interests is primarily based on subtle rhetorical signals. In March, Harris delivered a speech that included some of the most overtly critical statements about Israel’s operation issued by the Biden administration, acknowledging the situation in Gaza as a “catastrophe.” Moreover, that speech might have been even more pointed had it not been softened by her colleagues. NBC News, citing current and former officials, reported that “the original draft of her remarks was harsher on Israel in describing the dire humanitarian situation for Palestinians in Gaza and the need for more aid.” White House National Security Council officials reportedly “toned down” parts of her speech. (A Harris spokesperson at the time called the portrayal ""inaccurate."") Later that month Harris said in an interview that she didn’t rule out “consequences” for Israel if it launched an invasion of Rafah, which was at the time a stronger warning to Israel than any Biden official had made to date. As Politico reported at the time, Harris “has consistently gone further than President Joe Biden by at least half a step” in her rhetoric criticizing Israel. And in an interview with The Nation, Harris at least came across as more specifically attentive to the suffering of Gazans — and U.S. protesters on their behalf — than Biden. However, Harris’ criticisms of Israel, while notable, have been modest in scope, and might appear stronger than they are because Biden has set such a low bar. As independent journalist Spencer Ackerman has pointed out, in her March speech, Harris might have sounded more upset by the humanitarian horror show than Biden, but she refused to condemn or fully critique Israel’s policy that helped give rise to it: the collective punishment of Gaza by vastly restricting food, electricity and supplies in violation of international law. Harris' Nation interview might have sounded humane, but she made no substantive policy statements and declined to clarify which, if any, protesters she felt were right. And Harris’ saying Israel might face “consequences” over Rafah was not a red line comment, and hardly guarantees that she has the resolve to confront Israel in a meaningful manner.  From the beginning of Israel’s response to Hamas’ Oct. 7 war crimes, the Biden administration has hinted that it could do something but has basically done nothing significant about it beyond private pressure — with the exception of a temporary pause on a shipment of some of the heaviest ordinance it sends to Israel. The more one digs into Harris’ background, the case that she could be an agent of the status quo on Israel appears meatier than the case against. Her rhetoric on Israel has generally ticked all the conventional U.S. foreign policy establishment boxes, including emphasizing the “ironclad” nature of the U.S.-Israeli alliance and Israel’s right to defend itself. As a senator, she spoke twice at conferences held by the hawkish American Israel Public Affairs Committee (AIPAC), pledged support for Israel’s security and described the bond between the U.S. and Israel as “unbreakable.” During her first AIPAC speech in 2017, she noted that her first act as a senator was to introduce a resolution condemning a United Nations Security Council resolution condemning Israel. Jeremy Scahill of Drop Site News recently wrote up a comprehensive evaluation of Harris’ policy record on Israel and described her as having “hardline” support for Israel, noting, among many other things, her co-sponsoring legislation in 2017 “condemning former President Barack Obama’s decision to abstain from vetoing a UN Security Council Resolution critical of Israel.” In addition to Harris’ conventional pro-Israel positioning, her national security adviser, Phil Gordon, is reportedly likely to remain central to her foreign policy agenda. He is a longtime U.S. foreign policy establishment adviser, who seemingly aligns with a number of Biden’s views of Middle East policy. When you put all this together, the picture emerges of a politician who, at least after Israel’s response to the Oct. 7 attacks, has a rhetorical tendency slightly to the left of Biden. But most of her public positions don’t suggest that she is ready to change the course of the U.S.-Israeli relationship in a substantial way, if at all. Aaron David Miller, a senior fellow at the Carnegie Endowment for International Peace and a seasoned former Middle East hand, summed up his assessment this way in a recent interview with NBC News: Her views on Israel are to the “left of what Biden is prepared to do but way to the right of those who argue we need to impose costs and consequences on Israel to make it clear we’re the superpower and they’re not.” Miller's synopsis is a reminder that Harris' rhetoric could cut both ways: it could signal openness to new directions, but it could also provide cover for business as usual. The one major X factor of Harris’ worldview is she is still a relative newbie in the world of foreign policy. Her worldview is still forming, and the world is changing. It is possible that Harris’ perception of Israeli policy — like many Americans’ — was changed by Hamas’ attacks or Israel’s response to them. While newness can make some politicians more conservative, still others might feel emboldened to shake up the status quo. Harris’ newness might, theoretically, make her more more receptive to left-wing pressure on the issue. That activism is already taking place — such as a recent statement by major unions calling on the U.S. to halt military aid to Israel. Some of it is likely to be on the way — such as widely anticipated pro-Palestinian protests at the Democratic National Convention. A sustained resurgence of effective pro-Palestinian protests could extract policy wins from Harris, whether on the campaign trail or during a potential presidency. Harris will most likely try to use use ambiguity and a light touch to work to her advantage. Without doing much, she can allow many progressives to project hope onto her as an alternative to the status quo. And without doing much, she can bank on most pro-Israel supporters of the Democratic Party, who’ll most likely assume she’s still on board with the Biden-Harris foreign policy they’ve come to expect. For now, Harris appears to be treading carefully. She won’t be presiding over or attending Israeli Prime Minister Benjamin Netanyahu’s controversial address to Congress on Wednesday, which a number of Democrats are boycotting. She will instead be on the campaign trail and is expected to meet with Netanyahu privately during his visit. It’s a perfect way for her to avoid any polarizing optics — or make clear to anyone exactly where she stands."
12,"Eyeing new polls, Team Trump pushes flawed ‘Harris Honeymoon’ memo",Not Avaiable For MSNBC,2024-07-24 06:45:00,https://www.msnbc.com/rachel-maddow-show/maddowblog/new-polls-2024-trump-election-kamala-harris-honeymoon-memo-rcna163401,"It’ll probably be a few days before many of the leading polling outlets release new data on the 2024 presidential race, but in the wake of President Joe Biden’s withdrawal announcement — which was just three days ago — there are some preliminary survey numbers to kick around from polls conducted after Sunday’s news. The latest national Reuters/Ipsos poll, for example, found Vice President Kamala Harris leading Donald Trump by 4 points, 42% to 38%, with third-party candidates in the mix, and by 2 points, 44% to 42%, in a head-to-head match-up with the former Republican president. (Click the link for information on the survey’s methodology and margins of error.) The latest national NPR/PBS News/Marist poll, meanwhile, showed the Democratic VP tied with Trump in a multicandidate field, and in a head-to-head match-up, the GOP nominee was ahead by the narrowest of margins, 46% to 45%.(Click the link for information on the survey’s methodology and margins of error.) It was against this backdrop that one of the former president’s pollsters thought it’d be a good idea to issue a memo on where things currently stand. HuffPost reported: “The coverage will be largely positive and will certainly energize Democrats and some other parts of their coalition at least in the short term,” Fabrizio wrote in his memo. “That means we will start to see public polling — particularly national public polls — where Harris is gaining on or even leading President Trump.” The document added that Harris is seeing a “bump” in the polls now, and this is likely to “last a while until the race settles back down.” At face value, there’s nothing especially wrong with Fabrizio’s analysis. There’s also no great mystery about the pollster’s motivation: With Biden out of the race and Trump’s advantage in national surveys slipping away, it stands to reason that the Republican’s top polling expert would issue a document that, for all intents and purposes, tells his party — and his client — “Don’t panic. This is temporary.” There is, however, a relevant detail that the memo downplayed: where Team Trump expected to be at this point. Ahead of the recent presidential debate, the GOP nominee was already well positioned in the 2024 race. After the debate, his advantage grew. Then Trump was shot, the former president named his running mate and the Republican National Convention soon followed. Right about now, in other words, most political observers — in both parties — would expect to see Trump’s lead reaching new heights. But it’s not, thanks in part to Biden’s willingness to put the country’s needs first, and in part to Democrats rallying behind Harris with great enthusiasm. The fact that the vice president is getting a “bump” isn’t a huge problem for the Republican ticket and its allies; the fact that Team Trump expected to be riding high as July came to an end, however, is far more significant."
13,"New Republican impeachment measure targets Harris (yes, again)",Not Avaiable For MSNBC,2024-07-24 06:00:00,https://www.msnbc.com/rachel-maddow-show/maddowblog/new-republican-impeachment-measure-targets-harris-yes-rcna163389,"As this week got underway, House Republicans were all set to add to their rather extraordinary impeachment list. In the wake of the recent assassination attempt targeting Donald Trump, Rep. Greg Steube of Florida announced plans to file articles of impeachment against Secret Service Director Kimberly Cheatle, and Rep. Nancy Mace of South Carolina soon after took steps to force a vote on the measure. The efforts quickly proved moot: A day later, Cheatle announced her resignation. But impeachment fans didn’t have to wait too long for the GOP to move forward with a related gambit. The conservative Washington Times reported: At the outset, it’s worth emphasizing that the California Democrat has never served as the administration’s “border czar,” no matter how many times Republicans and their allies claim otherwise. But that’s not the only area of concern here. For one thing, as GOP lawmakers really ought to know, impeaching a sitting vice president over policy disagreements is ridiculous. For another, if seeing the words “Ogles,” “Harris” and “impeachment” in the same sentence rings a bell, there’s a good reason for that: This same highly controversial congressman first introduced an impeachment resolution against the vice president last summer. The far-right Tennessean’s measure didn’t go anywhere, so he apparently decided to unveil a new one because —well, just because. But stepping back, there’s a larger context to all of this: Much of the House Republican Conference seems to look at impeachment campaigns as toys to be pulled off the shelf when they’re bored. In fact, it’s time to update the big list: President Joe Biden: There is absolutely no evidence uncovered by Republicans that the incumbent Democrat has actually committed any high crimes, but as of this morning, there are literally seven different impeachment resolutions pending in the House targeting the sitting president. Vice President Kamala Harris: Republican Rep. Lauren Boebert introduced an impeachment resolution targeting Harris in the last Congress (I still don’t understand why) and it picked up two co-sponsors. Ogles, meanwhile, has unveiled two resolutions over the last 13 months. Homeland Security Secretary Alejandro Mayorkas: For the first time in American history, the House voted earlier this year to impeach a sitting cabinet secretary, targeting Mayorkas despite lacking evidence of high crimes. Attorney General Merrick Garland: Several GOP lawmakers, including former House Speaker Kevin McCarthy, have raised the prospect of impeaching the nation’s chief law enforcement official. Rep. Marjorie Taylor Greene introduced a pending impeachment resolution against Garland a while back, as did Rep. Scott Perry, who also unveiled a similar resolution. Secretary of State Antony Blinken: For reasons that remain fuzzy, Republican Rep. Ralph Norman introduced an impeachment resolution last summer targeting the nation’s chief diplomat. Rep. Dave Schweikert also raised the specter of impeaching Blinken. Defense Secretary Lloyd Austin: Nearly a year ago, Rep. Cory Mills of Florida introduced a resolution to impeach the Pentagon chief, and it managed to pick up three GOP co-sponsors. Transportation Secretary Pete Buttigieg: A handful of congressional Republicans have endorsed impeaching Buttigieg, though formal resolutions have not yet been introduced. Secretary of Education Miguel Cardona: Though this effort hasn’t yet moved beyond the discussion phase, Cardona is apparently in the mix. The New York Times reported last fall that “some” GOP lawmakers would like to impeach the education secretary. FBI Director Chris Wray: Schweikert also made behind-the-scenes comments suggesting the FBI director handpicked by Trump might face some kind of impeachment threat. Soon after, Greene introduced an impeachment resolution targeting Wray, which has picked up a half-dozen GOP co-sponsors. Matthew Graves, the U.S. attorney for the District of Columbia: Greene, apparently upset about criminal cases against accused Jan. 6 defendants, has also introduced an impeachment resolution going after the federal prosecutor. (It has four Republican co-sponsors.) Taken together, the House Republicans' broader impeachment list now includes the sitting president, sitting vice president, six Cabinet secretaries, the director of the FBI and a largely unknown federal prosecutor. White House spokesperson Ian Sams told NBC News earlier this year, “House Republicans are treating impeachments like an Oprah audience giveaway. They are disregarding the Constitution for the sake of cheap, baseless political stunts, instead of focusing on the issues Americans care about, and it lays bare how extreme they have become.”"
14,Andy Beshear’s perfect response to JD Vance makes his case to be Harris’ running mate,Not Avaiable For MSNBC,2024-07-24 03:39:00,https://www.msnbc.com/opinion/msnbc-opinion/andy-beshear-kamala-harris-vp-rcna163228,"In early 2023, Kentucky Republicans launched an all-out attack on transgender children, trans families and the state’s broader LGBTQ community. The GOP’s supermajorities in the state House and Senate spent much of that year’s general session constructing and passing Senate Bill 150, one of the most heinous, restrictive, anti-trans bills in the country. One day during this hateful effort, Democratic Gov. Andy Beshear traveled to my small, rural town in the middle of his re-election campaign to present a check for tourism and sidewalk improvements near an elementary school.  A standing-room-only crowd gathered in the conference room of our police department. I watched the governor go around and, as he always did, shake every hand. A number of local Republicans chatted as happily with him as everyone else.  When he shook my hand, he smiled and joked, “Long time no see!” as I had just seen him from a distance a few days earlier at the state Capitol, where he’d spoken at a rally for the pro-LGBTQ Fairness Campaign. “You doin’ OK?” he asked. I immediately thought back to some of the truly ignorant legislative committee meetings I’d covered concurrent with that rally, and how many lawmakers appeared, at best, indifferent to the suffering they were about to cause with SB 150. “To be honest, governor,” I replied, “I cried all the way home from the Capitol last Friday.” We talked privately for a few minutes about the bill. Then he looked me in the eye. “Hang in there,” he said with boy-next-door sincerity. “Remember, we are all children of God.” This may sound like an odd conversation for a regular citizen to have with a governor. But I can tell you it felt completely normal to talk to him — to Andy, as Kentuckians began calling him during the pandemic — in this honest, very basic, human way. With Vice President Kamala Harris now the de facto presidential nominee of the Democratic Party, many consider Beshear one of the most likely choices as her running mate. If he can’t deliver Republican-dominated Kentucky — and, let’s be honest, no one could — what does Beshear bring to a national ticket? The basics. His principled rejection of public mudslinging; his active listening skills, positivity and kindness; and his down-to-earth, Mr. Rogers-like ability to communicate with people no matter their party registration, which is how he won re-election. After years of Trumpian lies, fearmongering and divisiveness, I think we are starving for this. And Beshear, unlike former President Donald Trump’s running mate JD Vance, has a sense of Kentuckians — and Americans — that goes beyond stereotypes concocted for a book. “I want the American people to know what a Kentuckian is and what they look like because let me just tell you JD Vance ain’t from here,” Beshear said on MSNBC earlier this week. “The nerve that he has to call the people of Eastern Kentucky lazy? Listen, these are the hardworking coal miners that powered the industrial revolution. … We should be thanking them, not calling them lazy.” What Vance — who was raised in Ohio, not Kentucky — has in common with his new boss is that they are both slick, millionaire opportunists who exploit regular working folks.  Despite the bad impression our Republican state legislators create, Kentuckians are some of the most generous, welcoming people you will meet. I was born and raised in Missouri; my husband hails from Indiana. But after our son went to the University of Kentucky, he loved the state so much that he stayed. After a decade in Silicon Valley — where my husband worked in the tech industry and, yes, where JD Vance made his money as a venture capitalist — we wanted to be closer to our family and decided to join our son here. In our first days after moving, our new neighbors threw a picnic bonfire for us in freezing cold January. Beshear reflects that welcoming nature. Long before the GOP’s anti-trans fearmongering in 2023, right-wing activists were circulating a photo of Beshear with the Sisters of Perpetual Indulgence, an activist drag troupe, in an effort to hurt him with the Kentucky electorate.  “This is what our Democrat governor is about today,” a Republican state senator claimed. “These are the values that the Democratic Party of today is out there trying to convince our children’s the right way to live.” Conservatives predicted Beshear would run from the photo. Instead, he embraced it. “Everyone in Kentucky counts,” he told a local news station. “I would absolutely take that picture again.” That approach has paid off: In last November’s gubernatorial election, Beshear won with more than 52% of the vote (up from 49% four years earlier). A month before, I received a Facebook message from a prominent, lifelong Republican in my tiny, rural town. “Yes, I am a Republican,” he wrote, “BUT I AM VOTING FOR ANDY. He is what is best for Ky and has done an excellent job as governor.” He would do an excellent job as vice president, too.  Kamala Harris must soon pick a running mate — one of the first major decisions of her 2024 presidential campaign. As part of our series on some of the top contenders, read the case for Josh Shapiro here. "
15,"Team Harris stresses prosecutorial record, calls Trump a criminal",Not Avaiable For MSNBC,2024-07-30 11:52:00,https://www.msnbc.com/rachel-maddow-show/maddowblog/team-harris-prosecutorial-record-calls-trump-criminal-election-2024-rcna164333,"At an event late last week, Donald Trump declared with confidence, “You’re not going to teach a criminal not to be a criminal,” as if the maxim were just common sense. A day later, the former president echoed the line at an unrelated event. “A criminal is a criminal,” he said. “They generally stay a criminal and we do not have time to figure it out.” In context, Trump appeared to be referring to migrants hoping to enter the United States, but there was a degree of irony hanging overhead. In a little more than a year, a jury found Trump guilty of 34 felonies in his hush money case, a different jury held him liable for sexual abuse, and a court found that Trump oversaw a business that engaged in systemic fraud. A little self-awareness goes a long way, and by any reasonable measure, “You’re not going to teach a criminal not to be a criminal” is a phrase the GOP nominee probably ought to avoid. It was against this backdrop that Vice President Kamala Harris’ campaign made its first big ad buy of the cycle, investing $50 million in support of a spot called “Fearless.” The minute-long commercial is worth watching in its entirety, but of particular interest was the opening message in the spot. “As a prosecutor, she put murderers and abusers behind bars,” the narrator tells viewers. “As California’s attorney general, she went after the big banks and won $20 billion for homeowners.” The ad goes on from there, but from the outset, the message was unambiguous: Team Harris wants voters to know about her background in law enforcement, and her role in locking up criminals. A day earlier, the incumbent vice president’s political operation sent a news release to reporters on crime, noting not only the significant improvement in crime rates during the Democratic administration, but also saying plainly: “Our opponent Donald Trump is a criminal.” A campaign spokesperson added, “On crime and the border: Donald Trump’s lies are not facts and Donald Trump’s angry rants are not results. Under Trump, America saw unprecedented violence, ineptitude, and division. Right now, America is stronger and safer because of the work of the Biden-Harris administration: Violent crime is at record lows, the border is more secure, and unlike Donald Trump, the vice president is committed to enforcing the law, not breaking it.” The former president talks about crime as if it’s a campaign issue on which he has an advantage, despite his felonious past. It appears his assumptions are being tested. At a campaign rally last week, Trump told an audience that the Democratic campaign was telling the electorate, “‘I’m the prosecutor, and he is the convicted felon.’” He added, “I don’t think people are going to buy it.” The trouble, of course, is that the message has the benefit of being true. As for whether voters will buy it or not, we’ll find out in about 98 days."
16,Kamala Harris might have an opening on the economy that Biden didn't,Not Avaiable For MSNBC,2024-07-30 07:47:00,https://www.msnbc.com/opinion/msnbc-opinion/kamala-harris-poll-economy-inflation-rcna164099,"A number of early surveys measuring the popularity of Vice President Kamala Harris, the front-runner for the Democratic presidential nomination, look promising for her and her party. Several show Harris quickly surpassing President Joe Biden when pitted against former President Donald Trump in the polls. But one data point in particular has me feeling optimistic about Harris’ odds. A snap poll conducted by Democratic pollster Blueprint immediately after Biden dropped out and endorsed Harris found that registered voters were split 50-50 on whether she or Trump would do a better job “bringing down prices” on goods and services. “The upside for Harris is huge: Voters do not hold her accountable for Biden’s perceived failures on inflation, and she can run hard on economic messaging,” Blueprint lead pollster Evan Roth Smith told Semafor. To use a Bidenism, this is a big f---ing deal.  Harris coming in even with Trump on inflation might not sound all that positive, but it is. Countless polls have shown that Biden was weak against Trump on the economy, and specifically on inflation. Biden struggled to win back voter trust on the economy, despite the fact that inflation has dissipated, wages have grown and the economy is by many metrics, including the unemployment rate, very strong. It seems that, for at least some of the electorate, the memory of high inflation earlier in Biden’s term stuck to him and was hard to shake off, particularly as housing inflation remains high.  But it looks like Harris might have a chance to instantly shed Biden’s second-biggest political liability — behind only questions about his mental acuity. Harris getting an opportunity to reset the Democrats on the economy is an especially big deal because it looms particularly large in the eyes of undecided voters who could play a decisive role in the election. While Biden’s ""defense of democracy"" narrative played well with the plugged-in Democratic base, less politically engaged voters are more focused on their pocketbooks. If Harris is seen as either not responsible for or less responsible for inflation, it could make them more receptive to her pitch on economic issues. Republicans are starting to roll out attacks on Harris as liable for inflation during Biden’s term; it’s unclear how much of it will stick. Inflation has been notably absent from Harris’ opening case to voters in speeches and her first campaign video. It’s possible she wants to avoid drawing attention to the issue during the initial phase of her campaign, during which she wants to focus in positive terms about her vision for the country and exploit a honeymoon period with the press and the electorate.  But she won’t be able to avoid it indefinitely. Harris will need to settle upon strategies for discussing the Biden administration’s record on the issue; unveil her policy plan to address concerns that some costs remain too high (especially housing) or fears that high inflation could return; and determine whether she will home in on Trump’s extremist tariff plans as inflationary. There are no easy answers here, as the Harris campaign will have to balance trying to focus on narratives that most naturally play to her strengths against addressing voter concerns. But her performance in the polls suggest that there’s a window for her to make a case that Biden couldn’t."
17,Arizona mayor becomes the latest Republican to back Harris,Not Avaiable For MSNBC,2024-07-30 06:42:00,https://www.msnbc.com/rachel-maddow-show/maddowblog/arizona-mayor-becomes-latest-republican-back-harris-rcna164241,"Vice President Kamala Harris picked up endorsements this week from several mayors of border towns in Arizona, but one new endorsement from the Grand Canyon State stood out from the rest. John Giles, the mayor of Mesa, Arizona’s third-largest city, endorsed the Democrat in an op-ed for The Arizona Republic, despite the fact that Giles is a Republican. The mayor described Harris as “the competent, just and fair leader our country deserves,” while describing Trump as “a felon” and “a serious threat to our nation.” Giles went on to write, “I believe my party has a moral and ethical responsibility to restore faith in our democratic institutions. In the spirit of the late Sen. John McCain’s motto, ‘Country First,’ I call on other Arizona Republicans to join me in choosing country over party this election and to vote against Donald Trump.” This announcement comes on the heels of a similar endorsement from former Georgia Lt. Gov. Geoff Duncan, a lifelong Republican who threw his support behind Harris last week. For the vice president, this isn’t a bad start. After all, Harris has only been a candidate for nine days, and given the state of the cotemporary GOP, it’s not easy for any Democratic candidate to pick up cross-party backing. Looking ahead, though, it’s only natural to wonder whether Giles and Duncan represent the start of a trend or whether they’ll be 2024 outliers. Before President Joe Biden ended his re-election bid, he’d picked up some Republican backing, including a high-profile endorsement from former Illinois Rep. Adam Kinzinger. Former White House aide Cassidy Hutchinson also encouraged people to vote for the Democratic incumbent, and former deputy White House press secretary Sarah Matthews made a similar announcement. As best as I can tell, they haven’t yet thrown their support behind Harris, though it wouldn’t come as too big of a surprise if they did. But will other Republicans follow suit? I kept a close eye on this dynamic four years ago and found quite a few GOP partisans — former Republican National Committee chairs, former Republican cabinet secretaries, former Republican governors and former Republican members of Congress — who publicly expressed support for the Biden-led Democratic ticket. As Election Day 2024 approaches, they are likely to face some pressure to do the same this year. Watch this space."
18,‘Duckin’ Don’: Team Harris ridicules Trump over new debate dodge,Not Avaiable For MSNBC,2024-07-30 06:00:00,https://www.msnbc.com/rachel-maddow-show/maddowblog/duckin-don-team-harris-ridicules-trump-new-debate-dodge-2024-election-rcna164227,"It was nearly three months ago when Donald Trump and his campaign team agreed to participate in some presidential debates, including an event on Sept. 10, shortly before early voting begins in some states. At the time, of course, the Republican and his political operation assumed he’d share a stage with President Joe Biden. They now know better — and their willingness to honor the original schedule is, at a minimum, in flux. Last week, Vice President Kamala Harris told reporters that she was prepared to stick to the agreed-upon debate schedule, despite the fact that she’d been a candidate for less than a week. The likely Democratic nominee went a little further yesterday, explaining that she will, in fact, be on the stage for the event, whether her GOP rival agrees to participate or not. “We’ll see if Trump shows,” Harris’ spokesperson added. As things stand, the odds of Trump agreeing to another general election debate aren’t great. The Associated Press reported on the former president’s latest comments on the subject, aired last night on Fox News. Fox’s Laura Ingraham pressed him on this point several times, and the Republican nominee kept hedging. Trump said he “likes” debating and “wants” to debate Harris, before adding, “But I also can say this: Everybody knows who I am.” When the host asked, “Why not debate her?” Trump didn’t contest the premise of the question. He instead replied, “Because [voters] already know everything.” The former president added that if he agreed to the Sept. 10 debate, it would “reward fake news,” and he’s against making ABC News “rich.” These were not the words of someone who seems eager to share a debate stage with Harris. With this in mind, let’s recap recent events. July 21: Within hours of Biden ending his 2024 candidacy, Trump started hedging on a possible debate and complaining about ABC News, despite the fact that his campaign team had already agreed to have ABC News host the next event. July 23: Trump doubled down on his original message, adding that he believes ABC “is not worthy of holding a Debate.” Later in the day, he told reporters he was “absolutely” prepared to debate Harris, though he quickly added, “I haven’t agreed to anything.” July 25: Aides to Trump said they wouldn’t commit to another debate. July 29: Trump appeared on Fox News and hedged some more, arguing that he “can also make a case for not doing it.” After the interview aired, the Harris campaign issued a press release with a headline that referred to the former president as “Duckin’ Don.” The statement from the vice president’s spokesperson added, “Why won’t Donald Trump give a straight answer on debating Vice President Harris? It’s clear from tonight’s question-dodging: He’s scared he’ll have to defend his running mate’s weird attacks on women, or his own calls to end elections in America in a debate against the vice president. Vice President Harris will be on the debate stage September 10th. Donald Trump can show up, or not.” This post updates our related earlier coverage."
19,Kamala Harris got Democrats excited. Mark Kelly can help them win.,Not Avaiable For MSNBC,2024-07-30 03:00:00,https://www.msnbc.com/opinion/msnbc-opinion/kamala-harris-running-mate-arizona-vet-mark-kelly-rcna164194,"The last few weeks have given the country a massive dose of perspective. From the attempted assassination of former President Donald Trump to President Joe Biden’s stepping aside, politicians and voters have endured weeks of political turmoil.   Now, with the Democratic nomination in her sights, all eyes turn to Vice President Kamala Harris’ running mate search.  Outside of finding a Republican like former Rep. Adam Kinzinger or an unaffiliated leader like Adm. William McRaven, Democratic Sen. Mark Kelly of Arizona is the best pick for the Democrats — especially if they want to attract incredibly important independent voters. First off, Kelly is a Navy combat pilot with significant military experience. That is big. Plus, he’s an astronaut, which means bipartisan respect and exciting star power (and cool stories). He’s more than prepared to be commander in chief if called upon. But despite his decades of leadership, Kelly isn’t a Washington insider.  Kelly is from Arizona, of course, and would bring a somewhat maverick spirit to the ticket in the style of fellow Arizonan John McCain. He is married to the universally beloved and politically experienced former Rep. Gabby Giffords. He’s a straight, white, tough man who can talk guns, abortion and the border, and he is moderate by modern Democratic Party standards — which is critical.  I’ve met Kelly; he’s the real deal as a human. He would be a powerful contrast to the sketchiness of Trump’s running mate, Sen. JD Vance of Ohio. And both Vance and Trump would have a hard time landing blows against this American hero.  Overall (and perhaps most of all), Kelly is the closest to an independent or Republican option among the reported finalists. That may not make the more progressive wing of the party happy, but ultimately the trade-off should be worth it.   In 2020, Democrats did the right thing to win. They picked Biden over some of the more progressive options like Sen. Bernie Sanders and selected Harris for balance. She was a key part of a ticket that needed to mobilize and inspire.  This year is different. Many Democrats are already excited about Harris’ surprise top billing. Some Republicans are, too. But emotion isn’t enough. In June, before Biden stepped aside, polls showed that a quarter of Americans had unfavorable views of both candidates. In 2022, the majority of millennials and Gen Zers old enough to vote identified as independent — a significant antiestablishment rebellion that shows no signs of reversing. At the end of this month, Gallup reported that 41% of all respondents identified as “independent.” (Of these independent respondents, slightly more lean Republican than Democrat.) Winning over these millions of independent-minded voters — especially in swing states — could very well determine the outcome of the election. I didn’t think Harris was Democrats’ best option to replace Biden, especially in the context of an increasingly independent voting population. And she still has some very key weaknesses — namely a lack of military experience and high negatives with both independents and Republicans — that must be offset.  More than any other option floated, Capt. Mark Kelly offsets those weaknesses. Harris is clearly getting Democrats excited. But adding Kelly would mean maybe they can win. Just maybe. Kamala Harris must soon pick a running mate — one of the first major decisions of her 2024 presidential campaign. As part of our series on some of the top contenders, read the case for Andy Beshear here and the case for Josh Shapiro here."
