Title,Edit_Date,Origal_Date,Link,Content
"5 things to know for Sept. 18: Middle East, Presidential race, IVF treatments, Autoworkers, Sean ‘Diddy’ Combs | CNN","Published 6:27 AM EDT, Wed September 18, 2024",2024-09-18T10:27:38.315Z,https://www.cnn.com/2024/09/18/us/5-things-to-know-for-sept-18-middle-east-presidential-race-ivf-treatments-autoworkers-sean-diddy-combs/index.html,"Fast-food chains across the US are offering discounts today to celebrate National Cheeseburger Day. It comes as many companies have unveiled promotions and giveaways this year to try to win back the customers they lost due to price increases. Here’s what else you need to know to Get Up to Speed and On with Your Day. Hezbollah has vowed to respond to an Israeli attack that killed at least nine people and injured thousands across Lebanon on Tuesday when pagers belonging to members of the Iran-backed militant group exploded almost simultaneously. Footage showed shoppers and pedestrians collapsing in the street following the blasts. Israel was behind the attack, CNN has learned. The New York Times reported that Israel hid explosives inside a batch of pagers destined for Hezbollah. A switch was embedded to detonate them remotely, it added. Israel has not commented. The attack risks further escalating tensions in the Middle East already heightened over Israel’s war against Hamas in Gaza. It also underscores Hezbollah’s vulnerability as its communication network was compromised to deadly effect. Days following an apparent assassination attempt on former President Donald Trump, both presidential candidates pressed on with campaign efforts in must-win states on Tuesday. Vice President Kamala Harris spoke to the National Association of Black Journalists in Philadelphia, where she denounced the false rumors about migrants in Springfield, Ohio, as “a crying shame.” Trump hosted a town hall in Flint, Michigan, and shook hands with supporters at his first campaign event since Sunday’s apparent assassination attempt. He discussed tariffs, his recent phone calls with President Joe Biden and Harris, and he said the Secret Service “did a hell of a job” on Sunday. Senate Republicans voted on Tuesday to block a bill that would guarantee access to in vitro fertilization nationwide. Democrats brought the bill back to the Senate floor after GOP lawmakers previously blocked the measure from advancing in June. The bill seeks to make IVF treatment more affordable by mandating coverage for fertility treatments under employer-sponsored insurance and certain public insurance plans. It would also expand coverage of fertility treatments, including IVF, under US military service members and veterans’ health care. Many Republicans criticized the Democrat-led legislation as an unnecessary overreach while saying they do support IVF. The vote is part of a broader push by Senate Democrats to draw a contrast with Republicans over reproductive health care as the elections approach. United Auto Workers union President Shawn Fain said Tuesday the union plans to hold strike authorization votes against Stellantis because the automaker is failing to live up to guarantees it made in a 2023 labor deal at the conclusion of a six-week strike. Stellantis — which makes vehicles in North America under the Jeep, Ram, Dodge and Chrysler brands — had 43,000 UAW members nationwide at 19 manufacturing facilities at the time of last year’s strike. It is possible, since only some locals will be holding strike authorization votes, that only some plants will go on strike. But even a limited strike could affect operations at several Stellantis facilities. The automaker denied violating its contract and said it still had plenty of time to meet the agreed investment targets and vehicle production commitments. Sean “Diddy” Combs today is expected to appeal a federal judge’s decision to hold the hip-hop artist without bail after he pleaded not guilty in federal court on Tuesday to charges of racketeering conspiracy, sex trafficking and transportation to engage in prostitution. Until the court appearance, Combs will remain in federal detention, a judge ruled. The embattled music mogul was arrested Monday at the Park Hyatt Hotel in Manhattan and taken into custody by Homeland Security Investigations, a source familiar with negotiations for his surrender told CNN. Prosecutors allege Combs, 54, created and ran a “criminal enterprise” through his business empire that engaged in crimes including sex trafficking, forced labor, kidnapping, arson, bribery and obstruction of justice, according to the federal indictment. Federal Reserve to announce interest rate decision
The Federal Reserve is expected to cut interest rates today for the first time since 2020. The move would mark a major milestone both for the central bank’s long fight against inflation and for Americans battered by the highest costs in decades. Lunchables faces a new competitor
Some of YouTube’s biggest stars are taking on Lunchables with what they say is a “healthier” meal aimed at their young fan base. But the absence of fresh fruit may leave parents feeling melon-choly. Why parents should be concerned about trampolines
The nation’s leading group of pediatricians warns that “the home use of trampolines is strongly discouraged.” A doctor explains why. India celebrates Hindu festival Ganesh Chaturthi
Devotees gathered across India this month to celebrate the Hindu festival Ganesh Chaturthi, marking the birth of the deity Ganesha, the elephant-headed, round-bellied god of prosperity and wisdom. The world’s most expensive coin collection?
A tycoon collector forbade anyone from selling his coins for 100 years. A century on, the first set just fetched over $16 million. Miami Dolphins place Tua Tagovailoa on injured reserve
The Miami Dolphins placed their star quarterback Tua Tagovailoa on the reserve/injured list Tuesday following his latest concussion. 48
That’s how many days remain until the 2024 presidential election. With little time left in the race, former President Donald Trump and his children launched a new cryptocurrency business this week that experts say could be full of potential risks and conflicts if he wins. “There’s a very large disconnect between the human race and the ocean. Our goal is driving that generational shift and reconnecting humanity with the sea.” — Sean Wolpert, the president of DEEP, a UK-based startup company aiming to develop a large subsea habitat by 2027. The cornerstone of its ambitious plan is an underwater habitat called the Sentinel system, which the company says will allow people to live and work at a depth of around 650 feet for up to a month. Check your local forecast here>>> AI is shaping cancer treatment in the UAE
Cleveland Clinic Abu Dhabi is using artificial intelligence to revolutionize cancer treatment. See how AI can help detect cancer earlier, guide doctors in diagnosis and improve patient outcomes."
New York Democrats are desperate to avoid repeat of their 2022 midterm collapse | CNN Politics,"Published 5:00 AM EDT, Wed September 18, 2024",2024-09-18T09:00:19.751Z,https://www.cnn.com/2024/09/18/politics/new-york-democrats-elections-trump/index.html,"A hollowed-out state party apparatus. An off-kilter campaign by the governor. A botched redistricting plan that squeezed out incumbent House members. New York Democrats offered a wide array of excuses for their disastrous 2022 midterms, when Republicans flipped four seats outside New York City on their way to winning a narrow US House majority. Now, less than two months out from the 2024 general election, the state party, its campaign season allies, chastened candidates and Gov. Kathy Hochul are betting on what most describe as a revitalized political project – a series of them, in fact – to help the state deliver Democratic majority-makers, particularly from suburban districts, to the House next year. Former President Donald Trump’s Wednesday rally on Long Island, in Republican Rep. Anthony D’Esposito’s district, underscores the high stakes of the New York contests. D’Esposito is one of five New York GOP freshmen facing an onslaught from Democrats determined to claw back suburban voters. In 2022, he defeated Democrat Laura Gillen, flipping a district where Joe Biden would have routed Trump in 2020 under the current lines. Gillen is back for a rematch this year. Reps. Marc Molinaro and Mike Lawler in the Hudson Valley, Nick LaLota on Long Island and Brandon Williams in Central New York are the other Republicans facing tough reelection fights in what is still largely blue state that Kamala Harris is expected to win comfortably. “New York is the reason Democrats lost the House in 2022,” said Pamela Shifman, president of the Democracy Alliance, a liberal group spending big in New York this year. “And it’s going to be the reason we win it back in 2024.” She is not alone in that analysis. In August, former House Speaker Nancy Pelosi singled out New York when asked about the party’s lost majority at a Politico/CNN event at the Democratic National Convention in Milwaukee. Pressed to explain, Pelosi said, “I think it related to the gubernatorial race.” The brief but cutting remark ratcheted up the pressure on Hochul and, by extension, state party chair Jay Jacobs, the duo who have shouldered the brunt of the blame for 2022 in Democratic circles in New York and across the country. The governor has insisted that new investments and increased coordination among party leaders and the liberal grassroots will prevent a repeat in November or beyond. “We have changed this political party. We have turned it into the strength and the power that it always should have been,” Hochul told New York delegates at the Democratic convention. Democratic operatives in New York are largely divided on whether Hochul and her allies are doing enough and in the most efficient manner. But the effort is clear: For the first time in recent history, the party and its allies appear more interested in electing their own candidates in the general election than in engaging in internecine primaries. “I give them credit for being organized up and down the ballot,” said Ana María Archila, co-director of the state’s Working Families Party, which is part of the coordinated effort and no stranger to the intraparty fights of the past. Archila said the “threat of a Trump presidency and a Trumpist Congress” has been an animating factor in the effort to coordinate across the different groups. While a Trump presidency would be a defeat, she pointed out that securing a majority in the House would pave the way for Brooklyn’s own Hakeem Jeffries to be elected speaker. The new coordinated campaign has brought the state party and Hochul’s operation together with those of Jeffries, the Democratic Congressional Campaign Committee, and New York’s junior senator, Kirsten Gillibrand, who is up for reelection this year. Former Jeffries campaign manager Lizzy Weiss is the coordinated campaign director for the state party. The coordinated committee says it has nearly 40 offices spread out over swing districts across the state, dozens of staffers and more than 10,000 volunteers phone-banking and canvassing for Democratic candidates. Hochul has raised more than $22 million ahead of her next campaign in 2026, with $5.5 million going to the state party and $3 million to the coordinated campaign. Outside groups, many of them frustrated by years of infighting among officials like former Gov. Andrew Cuomo, have also stepped up their spending and fieldwork. A Jeffries-blessed group called Battleground NY, an amalgamation of labor unions and progressive outfits such as Indivisible and the state Working Families Party, has been on the ground for nearly a year. It did extensive canvassing for Democrat Tom Suozzi during his February special election victory to succeed the since-indicted Republican George Santos in a Long Island seat. “We didn’t really see a robust coordinated operation in 2022 until the last few weeks,” Battleground NY strategist Gabby Seay told CNN. “We believe that you have to talk to voters early.” Democratic sources familiar with Jeffries’ involvement said he is determined to avoid the embarrassment of 2022. “Jeffries is completely focused on New York because he has to be,” one of the sources said. “He’s been fundraising, doing campaign stops, strategizing, meeting with all the relevant entities, having regular phone calls with the delegation to strategize, connecting them with donors – he is doing it all.” Suozzi’s success earlier this year, Seay said, underscored the importance of closer engagement with voters. While Republicans focused on immigration, crime and the conflict in Gaza, Suozzi and the Democrats – without shying away from those issues – hammered the GOP over provincial concerns such as the state and local tax, or SALT, deduction, which was capped by Trump and the Republicans in their 2017 tax law. Trump, in a social media post Tuesday, wrote he would work with Democrats to “get SALT back” – a remarkable claim given his role in curtailing it but another indication of the issue’s potency in the New York suburbs. House Majority PAC, the super PAC linked to Jeffries announced in February the creation of the New York Fund – setting aside a total of $45 million for Empire State races. The fund got a recent boost from former New York Mayor Michael Bloomberg, who donated $10 million in July. In the weeks leading up to Election Day, the bulk of the spending is going toward paid media, including TV, digital and radio ads and direct mail, boosting Democratic challengers in one of the most expensive media markets in the nation. A New York-based Democratic strategist, who is not working on any of the congressional campaigns, told CNN that Hochul’s absence from the ticket this year should also bolster the party’s House candidates. “One big difference is the congressional races are being run by New York people, unlike the governor’s race (in 2022), which had people from out of state running a campaign in New York,” said the strategist, who also expressed some sympathy for Hochul, saying that the governor “understands” the task better now than two years ago, when she headed the ticket for the first time, following Cuomo’s August 2021 resignation. “She was thrown into it – baptism by fire,” the strategist said. “(There was) no coalition, and the state party was not galvanized.” The biggest test for Democrats will likely come in the 17th Congressional District, north of New York City in the state’s Hudson Valley. Lawler, the Republican incumbent who could run for governor in 2026, unseated Rep. Sean Patrick Maloney, the leader of House Democrats’ campaign arm, two years ago and he faces Democratic former Rep. Mondaire Jones this fall. Lawler has sought to keep Trump at arm’s length in a district the former president would have lost by 10 points in 2020. The congressman has reaffirmed his support for Trump while forgoing his divisive rhetoric. Last week, Lawler joined more than two dozen House members in a bipartisan “unity commitment” to respect the results of the 2024 presidential election. “In our country, we hash out our ideas at the ballot box and then come together to govern once all votes are counted,” Lawler said in a statement, directly appealing to the Democrats he will need to win reelection. In a potential blow to Democrats, Jones will not be on the Working Families Party ballot line this fall after breaking with New York progressives during the primary – a slip-up that could split the anti-GOP vote in November. Another potential hurdle facing Democrats in battleground districts stems from an effort by state party lawmakers to make hay on the backlash against the US Supreme Court’s decision overturning Roe v. Wade. Abortion rights are broadly popular across party lines in red and blue states. Heading into this campaign, New York Democrats set out to juice turnout across the state – to their advantage, given the party’s sizable voter registration edge – by adding a measure that would protect reproductive rights to the ballot. But the New York Equal Rights Amendment has increasingly become a source of frustration for Democrats hoping to win back suburban swing voters. The amendment, which does not actually use the term “abortion,” has been weaponized by some Republicans, who criticize its sweeping language and added protections for “gender identity” and “gender expression.” “There has been no greater attack on women’s rights and girls’ rights in the State of New York throughout any of our lifetimes than Proposition 1 in November,” former Rep. Lee Zeldin, who narrowly lost to Hochul in the 2022 governor’s race, said this spring, when he appeared alongside former college swimmer Riley Gaines, a high-profile opponent of transgender athletes participating in women’s sports. Democrats are now grumbling about both the construction of the amendment and the lack of cash for the campaign organized to promote it. The promise last year of $20 million in funding has largely fallen by the wayside. The current figure is closer to $3 million, though there is chatter of a later spending surge from party leaders. Another Democratic strategist with deep ties in New York told CNN that, for all the handwringing over 2022 and some squabbles over who might deserve credit if the party rebounds this year, the reality is as uncertain as the broader, chaotic political climate. “There’s more focus than there was the last couple cycles, both from the state party, but also obviously the national committees,” the strategist said. “Now, whether that translates or not, I think, is still an open question.”"
Trump suggests reversing his cap on state and local tax deductions | CNN Politics,"Updated 12:53 PM EDT, Wed September 18, 2024",2024-09-18T02:54:40.149Z,https://www.cnn.com/2024/09/17/politics/donald-trump-salt-tax/index.html,"Former President Donald Trump indicated Tuesday that he would reverse a controversial provision of his 2017 tax cut package that limited Americans’ ability to deduct state and local taxes on their federal returns. In a Truth Social post highlighting his Wednesday rally on Long Island, New York, where many residents have been affected by the cap, Trump wrote that he would “get SALT back, lower your Taxes, and so much more.” Getting rid of the SALT cap is the latest in a string of tax breaks Trump has announced in his campaign. Last week, he called for ending taxes on overtime pay, and he previously said he would eliminate taxes on tips and on Social Security benefits if he wins the presidential election. Trump and congressional Republicans included the so-called SALT cap, which limits a taxpayer’s state and local tax deduction to $10,000, in the Tax Cuts and Jobs Act as a way to pay for other tax cuts in the law. It largely affects higher-income people in high-tax blue states who itemize their deductions, but its unpopularity has led some GOP representatives in those states to call for its elimination as the party seeks to hold onto the House in this year’s election. Democratic lawmakers have also promised to jettison the cap. Asked about Trump’s reversal, Senate Majority Leader Chuck Schumer, who represents New York, said Tuesday that he’s always supported eliminating the cap, which he called “a nasty piece of legislation supported by Donald Trump.” Schumer blasted Trump on the Senate floor Wednesday, saying the former president “must be suffering from selective amnesia, because he was the one who took away people’s SALT deductions in the first place. His tax bill did it – a dagger aimed at blue states that want to spend a little more to help people with housing, and health care, and education, transportation.” “All of a sudden, now that he is on Long Island, Donald Trump’s selective amnesia kicks in and he totally reverses himself on SALT,” Schumer continued. The cap, like the TCJA’s other individual tax provisions, is set to lapse at the end of 2025. Until now, Trump has repeatedly said he would fully extend the expiring measures. Raising or eliminating the cap, however, would be very expensive – which is one reason Republican leaders have resisted efforts to change it. Removing the limit would increase the cost of extending the 2017 tax cut law by $1.2 trillion over a decade, according to the Committee for a Responsible Federal Budget, which called such a move “costly, distortionary and regressive.” Some 92% of the relief would go to the top 10% of households, while less than 1% would go to the bottom 60%. At least one Republican leader poured cold water on the idea of eliminating the SALT cap on Wednesday. Senate Minority Whip John Thune said the changes to the deduction were used to offset the price tag of the 2017 tax package and will be needed for the same reason when Congress has to address the law’s expiring provisions next year. “That was a big pay-for in 2017 and there will be a lot of, certainly, pushback from some of our members who think that subsidizing the high tax states isn’t a good idea,” Thune told reporters in the Capitol, noting that he’d like to see the cap extended."
Trump tailors his message to key state of Michigan as he returns to the campaign trail after apparent assassination attempt | CNN Politics,"Published 9:07 PM EDT, Tue September 17, 2024",2024-09-18T01:07:17.930Z,https://www.cnn.com/2024/09/17/politics/trump-michigan-economy/index.html,"Former President Donald Trump told a Michigan crowd Tuesday night that steep tariffs he would impose on products imported from China, Mexico and other countries would rejuvenate the state’s automotive industry and drive an economic boom. Trump, in his first campaign event since Sunday’s apparent assassination attempt, linked his economic proposals to the events at his West Palm Beach golf course on Sunday and the shooting at his Pennsylvania rally in July. “And then you wonder why I get shot at, right?” Trump said in Flint. “Only consequential presidents get shot at.” Trump said he would slap a 200% tariff on cars imported from Mexico, “which means they’re unsellable.” He also sharply criticized the United Auto Workers union president, Shawn Fain, who he said is too supportive of President Joe Biden’s efforts to transition to electric vehicles. Trump claimed those vehicles are “all going to be made in China and Mexico,” despite union contracts negotiated late last year intended to guarantee those vehicles are built in the United States. “We are going to bring so many auto plants into our country,” Trump said. “You are going to be as big or bigger than you were 50 years ago, because they won’t be able — if they’re not willing to build a plant, we don’t want their product.” Trump claimed he would impose “reciprocal” tariffs matching those other countries slap on US imports — and said tariffs are a “beautiful word.” It was a message tailored to a state that the former president won in 2016 and is rich with the kind of blue-collar voters who traditionally voted for Democrats before Trump entered the political scene. While the apparent assassination attempt on Sunday featured in his remarks frequently, Trump often sought to keep the town hall-style event focused on the auto industry and tariffs in particular. Vice President Kamala Harris’ campaign has said Trump’s proposed tariffs would effectively amount to an inflation-driving national sales tax. Tariffs are paid by the companies that import foreign goods – and Harris’ campaign has noted that companies are all but certain to pass those additional costs on to consumers. The former president, meanwhile, claimed that if Harris wins on November 5, there would be “zero car jobs, manufacturing jobs — they will all be out of here.” “You won’t be making cars here anymore. You won’t be making anything in our country anymore,” Trump said. “We’re going to bring it all back.” At the Flint event, Trump’s pitch for tariffs was a key theme, but he touched on a host of other issues — including warnings of nuclear war, praise for Elon Musk, complaining about the name of the coronavirus pandemic, repeating false claims about widespread fraud in the 2020 election and more. He also broke down the apparent assassination attempt, and its aftermath — including phone calls with Harris and Biden. Trump emerged from a curtain in the hockey arena that hosted the event and walked down a long pathway lined with metal barricades and flanked by security agents. People leaned out to greet him and shake his hands. Oftentimes at rallies, Trump walks onto the stage from an elevated platform and waves at supporters in the crowd without getting close. “They think race-car driving is dangerous. No, they think bull-riding — that’s pretty scary, right? No, this is a dangerous business, so we have to keep it safe,” Trump said to Arkansas Gov. Sarah Huckabee Sanders, his former White House press secretary who hosted the event. He recounted phone calls with Biden on Monday and Harris on Tuesday, saying both Democrats were “nice” in their conversations. Trump said he wanted to “be nice” because Biden “was so nice to me yesterday,” but he mused that he wished the calls hadn’t happened, so he didn’t have to praise his political rivals. “You know, in one way, I sort of wish the call wasn’t made, because I do feel he was so, so nice,” he said, adding, “the same with Kamala today. She couldn’t have been nicer.” Trump said the call with Harris was “very, very nice, and we appreciate that, but we have to take back our country. We have to win. We’re going to win, and we’re going to make America great again.” Harris had discussed their phone call earlier Tuesday in Philadelphia. “I checked on him to see if he is OK. I told him what I said publicly – there is no place for political violence in our country,” Harris said at a moderated conversation with the National Association of Black Journalists. “I am in this election, in this race, for many reasons, including to fight for a democracy. And in a democracy, there is no place for political violence. We can and should have healthy debates and discussions and disagreements, but not resort to violence to resolve those issues,” she said. Trump said the Secret Service “did a hell of a job, they really did,” in stopping Sunday’s apparent attempted assassination. He praised the agents who identified and stopped the would-be assassin. “Now, they do need more people, and they’ve been complaining about that for a long time. But he did a great job,” he said. His comments came amid scrutiny of the Secret Service in recent weeks — particularly over its failure to stop a shooter from firing at the former president at a rally in Butler, Pennsylvania, in July. Democratic Sen. Richard Blumenthal, who chairs the Senate Homeland Security subcommittee leading the investigation into that shooting, said Tuesday he is “on the verge of outrage” with the Department of Homeland Security’s lack of cooperation. Republican Sen. Josh Hawley of Missouri said that “the problem right now” is that the DHS and Secret Service “are refusing to give us almost any documentation.” “Why not? I mean, what do they — why don’t they want the accountability?” Hawley said. Trump also praised a witness who saw the man jump into a car and took pictures of the license plate and sent those photos to the sheriff’s office. “She saw something and decided it was bad,” he said of the witness. “Think of it — who would do this? If you took 1,000 of these incidents, would even one person have done it?”"
Economic worries boost Trump’s Hispanic support in battleground Nevada | CNN Politics,"Updated 12:20 PM EDT, Tue September 17, 2024",2024-09-17T16:04:11.321Z,https://www.cnn.com/2024/09/17/politics/nevada-hispanic-voters-trump-harris/index.html,"The sounds of blasting and bulldozing in the hills overlooking Las Vegas are proof change is a constant here, with the new $5 million homes evidence of the vibrant, upscale demand. It is progress, longtime Las Vegas real estate agent Zoila Sanchez says, as she points out new construction from the patio of her own home in suburban Henderson. But it is also a reminder of a major economic and political issue here. Rents are on the rise, and starter homes are scarce. The wealthy can find what they want – or build it – but working-class families face a housing crunch. “Prices are extremely high – the highest they’ve ever been,” Sanchez said in an interview. “And with interest rates being really high, the affordability is not there for a lot of people.” Sanchez says a Federal Reserve interest rate cut would help, and she is counting on one soon not only to help her business and local families but also her candidate for president: Kamala Harris. “She’s a very smart lady,” Sanchez said of the vice president. “She talks to me. She just says everything that I need to hear.” That’s coming from a self-described Reagan Republican who hopes to one day soon vote GOP for president again. But not with Donald Trump atop the ticket. “I’ve never liked anything about him,” Sanchez said of the former president. “Nothing. The way he speaks. What he represents.  … You know, that we immigrants are the worst. That we are coming from mental institutions and jails and everything else. Which is not true.” Trump narrowly lost Nevada in both 2016 and 2020. Sanchez concedes she hears more support for him this time among Latino voters, especially men. “I want to understand it,” she said. “And I can’t. I realty can’t. … I think it is kind of a macho thing.” When we first met last December, Sanchez was ready to vote a second time for Joe Biden, mostly because of her animus toward Trump. Now, she says she is excited to vote for Harris. “If we get to elect the first women president, I mean, I just get chills to witness history,” she said. Sanchez is confident, insisting the energy she sees for Harris outweighs the increased Trump talk among fellow Hispanics. “I know that Hispanics have made a difference in a lot of elections, and I can see it right now,” Sanchez said. Rogelio Regalado and Rafael Cerros Jr. are not so sure. Close friends, Regalado and Cerros took a risk in 2020 – in the middle of the pandemic – and launched a local radio station, Fiesta 98.1. Their little startup is now No. 2 in a competitive Vegas Spanish language market. Cerros works the business side and says he is undecided in the presidential race at the moment. Regalado is the afternoon drive-time host, from 4 p.m. to 6 p.m. weekdays, and describes himself as leaning Harris but eager to see her work harder for the Hispanic vote. “I feel the Democrats take the Hispanic vote for granted here in Vegas or in Nevada,” Cerros said. “We are one-third of the population. Last time I checked, it’s like 23% of voter registration.” The station has a weekend political show, and the campaign sometimes also comes up during the week when listeners call in to discuss music or compete for prizes. Plus the station is often represented at local events. “I see people on social media, Hispanics, sharing that post ‘I’m not with Her.’ I’m, like, wow,” Regalado said. Cerros added: “A lot of people are calling me, or calling us – Latinos, you know, talking about voting for Trump.” Both said the economy is by far the biggest reason people they know who were solid Democrats are at least open to supporting Trump. “It is 100% that,” Cerros said. Nevada was crushed during the Covid pandemic because it is so reliant on tourism. The state had the highest pandemic unemployment rate, at one point just shy of 31% – more than twice the national average. The statistics now are clear: the jobs are back, and then some. But the bruises linger, and working families trying to put the pandemic stress behind them have faced housing and inflation pressures. “We have seen the record numbers at the casinos,” Regalado said. “But some businesses are struggling still.” Cerros said Fiesta 98.1’s advertisers are mostly small, Latino-owned businesses. “A lot of small businesses are struggling,” he said. “It’s not 100% yet, to where it was. Especially with inflation.” Zena Hajji presents a different problem for Harris. Muslims are just a tiny slice of Nevada’s population, but every vote and constituency matter in a battleground settled by 33,596 votes four years ago. “A lot of Muslims are angry they are being somehow — and I would say, unfortunately — partner to the issues that are happening abroad,” Hajji said in an interview at her Henderson home. “I don’t want my tax dollars to be able to hurt people, especially when I work so hard to focus on helping people here,” Hajji said. The 21-year-old Democrat, who’s a proud daughter of Moroccan immigrants, stands with Harris on just about every issue. But the Biden administration’s support of Israel as the conflict with Hamas drags on leaves Hajji pondering a third-party vote or just skipping the presidential line on the ballot. “Why would you keep voting for a group of people that promises no more bombs, no more pain, peace in the Middle East,” Hajji said, noting that those vows haven’t held up. She said Harris is more explicit than Biden in calling for an end to the killing of Palestinian civilians, but that words are not enough. “We just need a ceasefire,” she said. “That’s it. We just need it to stop. … We are tired. We are very, very tired. And we don’t know what to do with our votes right now.” Antonio Munoz is a man of contagious optimism. A veteran, retired police officer and now the owner of the 911 Taco Bar in El Mercado, a former JC Penny department store that now houses dozens of Hispanic small businesses. When we first met last December, he was undecided in the presidential race and unhappy with the prospect of a Biden-Trump rematch. In that meeting, he bet neither Trump nor Biden would be on the ballot in the end. He was half right. Leaning Harris is where Munoz is now – intrigued and excited but also still frustrated he cannot find more specifics about her promise to help small businesses like his. “I’ve been checking her website and you read it, but it’s not specific,” Munoz said. “We do need to move forward. We need a different plan to get over the hump with this inflation that has caused severe damage to a lot of businesses. … She needs to be more direct.” A scorching summer was the latest challenge, stifling the catering business critical to Munoz’s bottom line. “We had over 30 days of 110 degrees,” Munoz said. “So we had a lot of cancellations because people didn’t want to be outside.” Now he sees a competitive election as a pause button. “Because people are afraid to go out and spend,” he said. “They don’t know what to expect when it comes around to a new administration.” Evidence of new energy for Harris begins at home for Munoz. He says his wife is excited, and that he shares her view that there is inspiration in the vice president’s story. “She came up with immigrant parents, which to me, it’s amazing for someone like that to come up and be able to be president,” Munoz said. “It’s a hit for people.” He also has no patience when Trump slams immigrants or berates the country he wants to lead. “One of the things that hurts me the most is for him to talk down America,” Munoz said. “America is a world leader. We have always been. … We’re the best. No matter who is there. The people make it the best.” But Munoz said many friends and others he encounters at community events are nostalgic for the pre-Covid economy and think that Trump is a better choice for their bottom line. Nevada also elected a Republican governor in 2022, and Munoz believes that makes it more hospitable climate for Trump this year. “He has grown,” Munoz said of the former president’s support among Hispanics. “I have friends that were Democrats who have turned the page. They feel that the country is not going in the right direction.” Harris, though, is more competitive than Biden would have been and Munoz predicts a Nevada nailbiter. “It’s a 50-50 tossup,” he said. “They need to be out here with a direct message and talking to the voters out here. I really think it is 50-50 right now. It is tight.”"
